Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0417, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4223, 174.3883, 1.0397, 387.8946, 41.0895, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3312, 153.3313, 56.0961, 66.2654, 19.6705, -60.7615, 3.2977
0.0458, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0895, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3312, 153.3313, 56.0961, 66.2654, 19.6705, -60.7615, 3.2977
0.05, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0895, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3312, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0542, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3312, 153.3313, 56.0961, 66.2654, 19.6705, -60.7615, 3.2977
0.0583, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0961, 66.2654, 19.6705, -60.7615, 3.2977
0.0625, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4694, 178.3148, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0667, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.0909, 429.4694, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0708, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.0909, 429.4694, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.075, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9433, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1292, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0792, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0833, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.855, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0875, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0917, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.4949, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.0958, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1435, 470.9648, 45.1435, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.1, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2828, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.1042, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2977
0.1083, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
0.1125, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
0.1167, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
0.1208, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
0.125, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
0.1292, 1.02, 1.02, 1.0145, 1.0102, 1.0434, 0.9718, 1.04, 0.9988, 0.9416, 0.9705, 0.98, 0.9804, 1.0371, 1.0334, 1.0331, 1.0307, 1.0262, 1.0141, 1.0352, 0.9846, 0.977, 1.04, 0.9757, 470.9648, 45.1436, 470.9648, 45.1436, 280.6508, -168.7122, 280.6508, -168.7122, 379.3369, -248.3765, 453.091, 429.4695, 178.3147, 53.2922, -74.0899, -173.2984, 196.0564, 145.7401, 163.3804, 117.8214, -55.6514, 74.0209, -115.5745, 83.8141, -240.8987, -217.495, -136.1182, -17.9432, 374.24, 48.9299, 381.8111, 86.9255, -378.4506, 40.8549, 549.1782, 363.8026, 86.0439, -91.3049, 86.0439, -91.3049, 376.3991, 285.7328, -522.5528, 26.4222, 174.3883, 1.0397, 387.8946, 41.0896, -562.2829, -42.1293, 174.3029, -3.2319, 193.9473, 14.846, 193.9473, 14.846, 98.2819, 74.5929, 56.0431, -80.9764, 239.8516, 94.3313, 153.3313, 56.0962, 66.2654, 19.6705, -60.7615, 3.2978
